pos	cM
14933447	22.547108
14934635	22.547312
14939202	22.547721
14939871	22.573028
14940035	22.574456
14940073	22.574456
14944280	22.583562
14948656	22.583576
14950905	22.584499
14957328	22.598776
14961294	22.599780
14961643	22.600879
14973437	22.603779
14985241	22.604436
15017217	22.604436
15047598	22.604436
15061623	22.604436
15096479	22.604746
15099715	22.604746
15107336	22.604760
15110032	22.605214
15114243	22.606660
15114863	22.621923
15119431	22.623491
15139242	22.624327
15144363	22.627656
15147839	22.627987
15148555	22.629511
15149034	22.631592
15154067	22.654283
15159471	22.659833
15163049	22.660613
15167551	22.660843
15223717	22.671186
15225143	22.671251
15233760	22.671537
15237909	22.673134
15239033	22.673134
15240112	22.676166
15241783	22.676166
15241993	22.676166
15247335	22.677969
15248022	22.677973
15248173	22.678040
15250239	22.678641
15250376	22.682405
15251645	22.685008
15253849	22.700820
15254144	22.712560
15256549	22.716887
15261502	22.718152
15264700	22.718343
15265458	22.718456
15267117	22.719250
15270297	22.720890
15271931	22.726837
15276729	22.728157
15283411	22.736658
15284085	22.739011
15285521	22.761578
15285643	22.762152
15290425	22.762361
15292949	22.762361
15296656	22.762361
15311173	22.762361
15316062	22.762361
15319880	22.762361
15322548	22.765166
15331048	22.765642
15368941	22.771840
15369884	22.789820
15379783	22.791439
15381161	22.791440
15383291	22.791852
15384276	22.791852
15385229	22.791988
15388939	22.799023
15393067	22.802889
15393575	22.802995
15395161	22.808454
15395507	22.820459
15396495	22.822998
15397461	22.823832
15404723	22.848756
15406564	22.850513
15426505	22.851602
15432738	22.865831
15440700	22.868007
15447469	22.868956
15448044	22.868992
15454787	22.875633
15472750	22.876427
15474165	22.876763
15477945	22.890925
15478149	22.890971
15479911	22.904655
15490966	22.904679
15491565	22.904679
15492732	22.904679
15493034	22.904795
15494611	22.906488
15494752	22.906488
15498851	22.906490
15525038	22.906512
15530998	22.906519
15533163	22.918272
15534750	22.918273
15546631	22.918407
15551033	22.930296
15555645	22.932748
15568841	22.932749
15579445	22.937344
15599613	22.983125
15599938	22.983354
15602178	22.983520
15626097	22.986907
15637334	22.987003
15646921	22.987458
15647427	22.988125
15656962	23.000111
15676365	23.000983
15681200	23.001019
15698322	23.005110
15703647	23.005111
15703697	23.005111
15721189	23.017287
15722117	23.017290
15725522	23.018833
15727999	23.041200
15730908	23.042519
15731175	23.042771
15733719	23.057469
15737725	23.061691
15738771	23.067166
15759114	23.070660
15761323	23.070819
15767289	23.070835
15769229	23.071851
15771769	23.079710
15776263	23.079895
15789008	23.083767
15791713	23.103530
15793607	23.104499
15794748	23.123237
15795120	23.123271
15796127	23.131230
15801011	23.134540
15803377	23.134614
15804373	23.134614
15805986	23.134614
15816737	23.134614
15820952	23.134614
15851190	23.135295
15854461	23.135355
15856346	23.140017
15857288	23.140034
15867308	23.140067
15889350	23.140067
15926889	23.140143
15930430	23.140717
15935375	23.170798
15939179	23.171415
15941568	23.171416
15967163	23.171435
15977795	23.172676
16002736	23.173248
16006413	23.185324
16010029	23.185328
16011664	23.185341
16013042	23.185474
16016755	23.186486
16018768	23.213894
16020022	23.214588
16024539	23.274235
16029490	23.274270
16053322	23.274283
16085316	23.274283
16087715	23.274937
16090709	23.302075
16091112	23.302922
16102874	23.322130
16126435	23.327510
16132315	23.327510
16134565	23.327557
16137553	23.328751
16153837	23.344208
16155567	23.344303
16172965	23.344340
16181633	23.344359
16181952	23.344359
16195196	23.364920
16196253	23.365125
16201403	23.365683
16205293	23.365683
16205491	23.367858
16211641	23.367986
16212943	23.368069
16223147	23.369951
16223440	23.369951
16225906	23.369974
16233944	23.370253
16235149	23.370438
16235678	23.370684
16240121	23.373921
16244451	23.434167
16245573	23.445200
16249762	23.448331
16251535	23.511632
16254454	23.512398
16269328	23.512779
16277639	23.512808
16289727	23.512822
16301195	23.529073
16304487	23.529098
16304785	23.529292
16305242	23.529293
16309584	23.529300
16320613	23.533928
16345974	23.538804
16408121	23.553532
16416337	23.553532
16419089	23.554399
16432079	23.554926
16433106	23.557766
16433378	23.569021
16433874	23.575831
16434983	23.589981
16435153	23.590481
16437173	23.590483
16437276	23.590621
16439914	23.626554
16440047	23.626654
16449865	23.626720
16467367	23.627531
16470514	23.628674
16475726	23.650871
16490316	23.656171
16493597	23.656588
16495825	23.656588
16507969	23.656603
16537160	23.656653
16544205	23.656803
16546629	23.663501
16547170	23.667572
16547887	23.691696
16548383	23.694664
16550293	23.696386
16551718	23.696716
16561797	23.696729
16569375	23.701443
16574728	23.701447
16590670	23.701447
16606101	23.701449
16610049	23.701488
16626318	23.702521
16627373	23.712468
16650172	23.713915
16654135	23.713954
16657840	23.722094
16657874	23.722095
16660427	23.722210
16663996	23.745171
16664038	23.745204
16664078	23.751583
16664104	23.751666
16664511	23.771221
16664539	23.771311
16666739	23.773546
16666831	23.774023
16667268	23.783097
16670343	23.783115
16670979	23.783115
16675697	23.783604
16679706	23.783604
16679967	23.783604
16691503	23.783608
16691823	23.783609
16707865	23.784128
16708410	23.784256
16708883	23.784656
16709155	23.785374
16713495	23.839913
16715885	23.840821
16717382	23.859474
16718532	23.860112
16722828	23.876035
16729640	23.881081
16729821	23.883661
16731714	23.885732
16737741	23.886111
16738396	23.886115
16739594	23.899672
16741199	23.909056
16744035	23.909065
16747097	23.918431
16794659	23.918449
16795005	23.918449
16801842	23.918449
16802218	23.918449
16821792	23.918449
16829642	23.918449
16833485	23.918449
16834204	23.918449
16837534	23.918449
16842790	23.918449
16853022	23.918449
16863263	23.918449
16868458	23.921606
16869532	23.921767
16869874	23.921895
16871839	23.952957
16872103	23.953056
16880954	23.965828
16881056	23.985717
16885640	24.003357
16887507	24.004001
16896172	24.004405
16906757	24.012052
16909846	24.025064
16936391	24.032783
16977025	24.034550
17013751	24.034550
17019231	24.034550
17046811	24.034571
17059972	24.034573
17064971	24.034573
17093669	24.034573
17103979	24.034574
17121501	24.034574
17128573	24.034574
17146241	24.034574
17148672	24.034574
17149081	24.034574
17153177	24.057586
17153711	24.057635
17157870	24.061883
17159979	24.164134
17163111	24.164134
17163698	24.164134
17165152	24.165433
17168790	24.165458
17170651	24.172122
17187513	24.172807
17189379	24.172813
17196973	24.174629
17199111	24.175504
17199255	24.175519
17202696	24.176212
17203210	24.176212
17205511	24.176212
17217501	24.176212
17218510	24.178580
17255864	24.178602
17261898	24.180360
17268392	24.180360
17282696	24.180361
17287376	24.180363
17300589	24.183614
17321159	24.184141
17329494	24.184469
17353401	24.185629
17355889	24.187174
17369377	24.200310
17371523	24.200319
17405996	24.211515
17439178	24.214572
17453781	24.214792
17455915	24.214792
17466623	24.215189
17466759	24.215214
17471078	24.216542
17478916	24.226878
17484966	24.226904
17492765	24.232145
17498748	24.237849
17502508	24.274613
17505875	24.274631
17506461	24.274632
17511209	24.274634
17527225	24.277418
17529262	24.278316
17532976	24.282298
17534074	24.285333
17534527	24.290115
17536215	24.290115
17536474	24.290115
17538590	24.526591
17539479	24.561426
17541187	24.589819
17543356	24.590700
17548859	24.591641
17549338	24.599081
17549936	24.603564
17551626	24.606342
17552261	24.606887
17555782	24.606887
17568227	24.606887
17571604	24.606887
17574212	24.606887
17575783	24.606887
17577201	24.606897
17584224	24.613464
17584997	24.616241
17588256	24.636084
17594376	24.637674
17596399	24.637955
17596649	24.637955
17598822	24.637991
17602749	24.656926
17620033	24.677036
17626823	24.678173
17627573	24.678186
17632433	24.716589
17642655	24.725420
17653918	24.726115
17682683	24.731048
17696417	24.732561
17728602	24.733058
17728865	24.733060
17746994	24.733060
17757111	24.733082
17759001	24.733092
17762399	24.733238
17766800	24.733975
17769683	24.735428
17773380	24.742065
17780649	24.781424
17782804	24.781479
17784158	24.781642
17786741	24.784274
17795705	24.802152
17804651	24.804337
17813150	24.805819
17828632	24.809876
17830839	24.823586
17836172	24.823718
17846521	24.826657
17850724	24.836190
17852256	24.866620
17856951	24.881255
17864970	24.891753
17874043	24.894457
17903519	24.896195
17904136	24.896505
17906515	24.896767
17919983	24.896778
17926946	24.896810
17976627	24.896811
17977595	24.896811
17979654	24.896846
17983167	24.896852
17991063	24.896860
17999670	24.896922
18004211	24.897307
18008835	24.897366
18009819	24.897451
18013728	24.898560
18015274	24.900783
18015686	24.905142
18017455	24.992293
18019249	25.009767
18021748	25.015266
18025984	25.017297
18026982	25.017441
18027049	25.018273
18031811	25.019938
18033310	25.020041
18034543	25.020050
18041971	25.020093
18045062	25.020308
18045636	25.045669
18055655	25.046368
18061015	25.046387
18064926	25.046390
18073232	25.046737
18077256	25.049927
18084262	25.050813
18095603	25.068148
18098085	25.093333
18102775	25.095205
18105873	25.095247
18115746	25.095299
18120516	25.101494
18120920	25.103015
18122978	25.113490
18123446	25.113496
18130350	25.113516
18133269	25.113517
18133873	25.113517
18145348	25.113517
18147465	25.113517
18152147	25.113517
18154772	25.113517
18158721	25.113517
18166357	25.116906
18168207	25.116906
18175660	25.118130
18178130	25.135982
18192806	25.138391
18206192	25.140507
18216802	25.142333
18218854	25.142556
18219632	25.163254
18220121	25.184257
18221894	25.184321
18235279	25.188297
18255829	25.188297
18304546	25.188297
18346477	25.188297
18352429	25.188297
18353564	25.188501
18360002	25.192077
18370389	25.192257
18376486	25.198048
18377001	25.214447
18377590	25.226779
18391937	25.229166
18393577	25.241262
18401630	25.242007
18472533	25.254559
18524039	25.255140
18527856	25.255148
18538952	25.255346
18559649	25.255396
18559658	25.255396
18562608	25.255405
18620084	25.255427
18621584	25.255434
18623760	25.255445
18627439	25.255467
18632891	25.255558
18640664	25.268427
18649986	25.328369
18652583	25.365382
18655587	25.365705
18660570	25.365708
18661143	25.377068
18661254	25.377663
18665402	25.380405
18665991	25.380522
18666674	25.380558
18667468	25.400611
18667653	25.400621
18668016	25.400664
18669352	25.401118
18672667	25.468477
18676728	25.469857
18677617	25.469982
18680451	25.470620
18681612	25.470671
18682629	25.470932
18683418	25.482550
18688173	25.483770
18694328	25.485367
18695597	25.485367
18699793	25.485387
18713077	25.491915
18713621	25.491920
18714634	25.491925
18723665	25.492477
18755969	25.504879
18761603	25.505223
18762062	25.505224
18764778	25.511626
18765269	25.511626
18770708	25.511626
18780605	25.511629
18781767	25.511677
18784164	25.512016
18787380	25.516810
18787768	25.521062
18787898	25.530126
18788062	25.554481
18791606	25.569611
18795885	25.572613
18806372	25.572914
18806478	25.572914
18807138	25.572919
18818717	25.575350
18820134	25.589811
18820932	25.600019
18824666	25.602249
18826718	25.604323
18828046	25.604329
18828881	25.604369
18829310	25.604394
18829697	25.604424
18833965	25.605624
18834217	25.608886
18838699	25.711430
18841407	25.716996
18846389	25.717107
18850919	25.717534
18851271	25.717545
18856808	25.720079
18857126	25.724629
18857714	25.807899
18858108	25.813536
18859601	25.839566
18861677	25.842353
18867089	25.855938
18867826	25.857888
18867954	25.858076
18868850	25.891742
18871242	25.895316
18881422	25.913325
18882949	25.913981
18888193	25.915034
18918231	25.915406
18936266	25.915531
18939049	25.915546
18946977	25.915950
18974312	25.917868
18981610	25.917989
18997250	25.919286
18997760	25.919321
19010852	25.923762
19019125	25.943062
19023474	25.950405
19043959	25.961796
19047214	25.974352
19049449	25.975633
19051544	25.976861
19051593	25.976894
19053250	25.977244
19053860	26.006728
19057242	26.007444
19059675	26.009091
19059898	26.011097
19071085	26.012289
19079932	26.013672
19082159	26.015830
19082427	26.022172
19091939	26.035729
19096934	26.084186
19097309	26.098400
19101414	26.105046
19102450	26.114790
19104203	26.133617
19104347	26.136307
19104406	26.136550
19109277	26.146183
19117587	26.147301
19120489	26.148164
19121227	26.148307
19126636	26.148410
19127408	26.148430
19128435	26.151210
19129493	26.156288
19129993	26.156288
19130754	26.156288
19131720	26.156288
19132185	26.156288
19132968	26.156288
19134729	26.156288
19135345	26.156288
19139971	26.156289
19145245	26.191482
19153261	26.195737
19154188	26.197004
19154684	26.200402
19156478	26.202322
19164141	26.217421
19168622	26.257184
19173906	26.272897
19175834	26.288381
19177505	26.298569
19181817	26.362817
19182236	26.364834
19183577	26.367207
19186107	26.368534
19189270	26.374203
19195299	26.381535
19195908	26.384972
19196550	26.507710
19196953	26.514111
19200100	26.519890
19205203	26.521451
19205647	26.521492
19206580	26.521867
19209503	26.528520
19214959	26.558021
19218581	26.593254
19218891	26.604051
19219249	26.610717
19220248	26.616945
19225730	26.620636
19226007	26.620781
19228547	26.620969
19236650	26.657352
19240194	26.661500
19240381	26.661650
19248173	26.664407
19248232	26.664610
19254634	26.768231
19255445	26.772270
19266251	26.774974
19270138	26.775648
19271016	26.775757
19272050	26.775812
19274743	26.775852
19276097	26.775861
19278265	26.775863
19288417	26.775863
19289942	26.775863
19294839	26.775863
19320738	26.775863
19323748	26.775864
19335329	26.776729
19365811	26.817704
19382736	26.821040
19388001	26.821062
19406631	26.839537
19412553	26.840668
19414457	26.854614
19423809	26.859858
19425004	26.866351
19431962	26.872504
19437992	26.886997
19439144	26.887598
19440480	26.888092
19441032	26.888096
19451232	26.889907
19451676	26.890721
19454316	26.904141
19457250	26.907854
19458316	26.917106
19458622	26.917106
19464358	26.917106
19465081	26.917106
19466156	26.917106
19467302	26.917507
19471960	26.921148
19472867	26.922959
19474955	26.983033
19475917	26.984954
19476224	26.986626
19477287	27.003559
19486155	27.013553
19487365	27.038648
19487528	27.061056
19491436	27.122528
19497729	27.140765
19500814	27.140816
19502957	27.140816
19505150	27.140816
19505286	27.140816
19507897	27.140816
19514795	27.140816
19514809	27.140816
19514816	27.140816
19521932	27.140816
19522930	27.140816
19534404	27.140861
19536862	27.140869
19538955	27.140869
19540773	27.153618
19544514	27.162332
19546166	27.165285
19546532	27.165521
19551520	27.166848
19557997	27.166936
19604006	27.167434
19618330	27.167434
19621097	27.167434
19624512	27.167434
19632293	27.167434
19647384	27.167435
19659653	27.167436
19660540	27.167436
19761877	27.171403
19776132	27.172142
19821829	27.172142
19824481	27.172142
19854073	27.172174
19858752	27.172178
19868787	27.172241
19880339	27.172346
19884534	27.172483
19885873	27.172520
19895280	27.173700
19906344	27.203200
19906517	27.219557
19910599	27.228285
19913162	27.228395
19933299	27.229274
19952620	27.229371
19971432	27.229371
19980482	27.229371
19984185	27.229371
20000000	27.240581
20000656	27.241046
20046069	27.241047
20066625	27.241272
20085641	27.241441
20092222	27.241487
20126287	27.249336
20152938	27.261771
20152956	27.261777
20168391	27.273401
20223400	27.278562
20230922	27.278570
20245924	27.278608
20250269	27.278608
20256355	27.278608
20257194	27.278608
20268376	27.278610
20270765	27.278612
20277376	27.278822
20293514	27.280110
20295275	27.280716
20304120	27.286897
20312967	27.330815
20313805	27.342313
20317960	27.345661
20318909	27.347841
20319415	27.348192
20320233	27.349422
20323576	27.365171
20324675	27.454982
20326738	27.455133
20330824	27.455199
20337288	27.455252
20341631	27.467513
20345715	27.472543
20346312	27.472855
20347738	27.473085
20348678	27.473185
20349207	27.473825
20349644	27.474275
20349732	27.474275
20350803	27.474293
20351458	27.474321
20352389	27.476566
20353340	27.483835
20356793	27.484251
20357000	27.484328
20359049	27.590976
20359369	27.598814
20360140	27.607178
20366057	27.609353
20366991	27.609910
20374547	27.611099
20375383	27.614895
20378016	27.616724
20378265	27.616822
20378454	27.616823
20385599	27.618607
20386246	27.619470
20390496	27.642754
20390748	27.643157
20392025	27.643363
20393944	27.643452
20395727	27.644858
20403301	27.644884
20405501	27.644890
20407945	27.645036
20409697	27.645339
20411182	27.657774
20412478	27.678223
20415529	27.680961
20419987	27.681308
20421786	27.695162
20422276	27.714997
20428653	27.731853
20428657	27.731853
20428788	27.745318
20428889	27.747954
20443399	27.747996
20445654	27.748122
20446925	27.748331
20451101	27.749293
20452227	27.749385
20457605	27.749393
20462961	27.749420
20469162	27.749471
20480594	27.749652
20489602	27.785808
20505939	27.793343
20508255	27.801699
20510322	27.818014
20518259	27.823452
20518554	27.865267
20518726	27.865783
20519424	27.912008
20521824	27.917478
20523387	27.918191
20524058	27.926561
20528292	27.926562
20545108	27.926591
20554574	27.926608
20564137	27.926671
20569430	27.926837
20575975	27.926837
20579372	27.926847
20585707	27.926905
20586818	27.927094
20587928	27.927526
20589869	27.929866
20590109	27.930507
20591313	27.940143
20592914	27.972673
20592999	27.973097
20593566	28.066764
20595590	28.090899
20596148	28.091247
20597131	28.097521
20597805	28.097796
20598402	28.104513
20600740	28.150800
20600981	28.152738
20602845	28.153986
20603703	28.195363
20605418	28.196511
20606436	28.196579
20607108	28.196599
20607149	28.196599
20607580	28.196599
20611079	28.196601
20621530	28.205214
20626081	28.205427
20640168	28.205703
20682687	28.205954
20682826	28.205954
20700551	28.205954
20703131	28.205954
20709675	28.206076
20710432	28.206249
20716661	28.206529
20727315	28.206529
20757148	28.206529
20766019	28.206529
20786035	28.206530
20787792	28.206758
20802541	28.214487
20811936	28.222523
20816535	28.222538
20842911	28.226580
20858081	28.226624
20915616	28.240382
20971437	28.242932
21013311	28.244313
21025607	28.244387
21047376	28.245568
21055235	28.250223
21055931	28.250223
21058049	28.250224
21074534	28.250245
21088805	28.303452
21092087	28.306900
21094604	28.307555
21101795	28.308089
21102102	28.308095
21124398	28.310453
21148027	28.310727
21152219	28.310751
21178940	28.325122
21195029	28.325215
21366911	28.325235
21368992	28.328508
21373162	28.331733
21388086	28.333145
21480276	28.333145
21551802	28.333145
21615092	28.341282
21666806	28.347075
21669219	28.347242
21676555	28.348674
21678104	28.351639
21678184	28.353284
21695516	28.353375
21703506	28.353516
21710845	28.353925
21719915	28.406229
21721236	28.409686
21722184	28.421733
21736628	28.421733
21744101	28.421733
21744803	28.421733
21745943	28.421733
21749532	28.421734
21750918	28.421747
21754465	28.421820
21755005	28.421824
21755832	28.421850
21757771	28.422076
21763759	28.483495
21764098	28.487274
21767003	28.487922
21769122	28.498866
21772044	28.500619
21775934	28.501205
21777481	28.501266
21785748	28.501346
21785812	28.501346
21806081	28.501355
21816666	28.501359
21818527	28.501359
21823515	28.501359
21825855	28.501368
21827406	28.501368
21831241	28.501368
21841466	28.501368
21866720	28.501368
21883785	28.501368
21897512	28.508925
21905040	28.511436
21908158	28.511514
21924324	28.512630
21924439	28.534605
21925048	28.535282
21926306	28.540718
21929080	28.545897
21929263	28.546209
21932572	28.551345
21936458	28.595984
21939190	28.600224
21945025	28.602593
21946503	28.604231
21947049	28.633038
21953571	28.640266
21954336	28.640664
21954709	28.640665
21955765	28.640928
21956454	28.641954
21957368	28.648704
21959942	28.648754
21966514	28.648883
21984738	28.648912
21985112	28.648917
21989634	28.649450
21990866	28.650734
21999128	28.650823
21999405	28.650871
21999569	28.650945
22001749	28.660106
22009926	28.661371
22012734	28.661979
22015035	28.665544
22015619	28.670059
22017851	28.723432
22017949	28.724184
22018607	28.725485
22020162	28.726269
22022304	28.726517
22024774	28.726517
22025452	28.727489
22026836	28.734037
22027788	28.734420
22032916	28.744242
22034074	28.760111
22034632	28.792712
22035253	28.802244
22035651	28.818092
22040942	28.830670
22043052	28.831912
22045474	28.832093
22051151	28.832632
22052370	28.838808
22054694	28.850191
22055347	28.850353
22055899	28.855166
22059609	28.858101
22063579	28.882773
22063757	28.882773
22072441	28.886841
22074414	28.886864
22075602	28.886894
22086109	28.889424
22089344	28.889583
22090847	28.889733
22094951	28.891223
22096587	28.895355
22098038	28.895386
22100262	28.896580
22102202	28.923170
22104857	29.002196
22104947	29.040710
22105162	29.040968
22110737	29.042046
22111917	29.042111
22114863	29.042899
22116555	29.042937
22118682	29.042974
22118760	29.042992
22120453	29.101246
22124237	29.137974
22128121	29.141535
22128312	29.144170
22128886	29.214515
22128888	29.214515
22128974	29.214774
22129564	29.220708
22129851	29.264294
22129934	29.264294
22130062	29.264294
22130259	29.267279
22130292	29.283847
22132121	29.324330
22132605	29.326066
22137307	29.326287
22137941	29.326287
22138082	29.326287
22140040	29.326290
22142875	29.326305
22143369	29.327718
22144285	29.402784
22144714	29.411451
22144828	29.419349
22149119	29.428825
22149488	29.429288
22150696	29.429299
22152576	29.429299
22154428	29.429299
22161778	29.429625
22171388	29.429659
22172192	29.440048
22176985	29.440064
22179150	29.440069
22181718	29.441122
22182400	29.454121
22183001	29.454367
22189268	29.454763
22189413	29.454883
22192531	29.488471
22196277	29.500450
22197398	29.512307
22199130	29.512609
22199742	29.519564
22199856	29.520151
22199951	29.520902
22199985	29.521759
22201378	29.544018
22202762	29.545221
22203010	29.545231
22209736	29.545232
22210217	29.545232
22211411	29.557378
22211833	29.558413
22212677	29.559283
22215539	29.559283
22218695	29.559283
22221440	29.559283
22244729	29.559283
22245604	29.559283
22248773	29.559283
22252929	29.563435
22255350	29.568517
22256524	29.576165
22257913	29.576169
22260587	29.576576
22266889	29.578509
22270704	29.592693
22271417	29.713933
22271917	29.725816
22271936	29.726442
22272415	29.794622
22273489	29.841600
22276293	29.841618
22277236	29.841618
22284084	29.841618
22284439	29.841618
22284582	29.841618
22285610	29.841627
22286226	29.841634
22287414	29.841646
22291371	29.841829
22292091	29.842513
22292987	29.882208
22293191	29.883320
22293331	29.908221
22293877	29.958931
22293998	29.959020
22294291	29.968556
22294396	29.970047
22294734	29.989592
22294920	29.989630
22295141	30.039987
22295397	30.051081
22295726	30.051081
22297305	30.051999
22297386	30.055317
22297788	30.056200
22297803	30.061304
22298512	30.067838
22299406	30.068907
22299462	30.068907
22301203	30.069034
22303485	30.069125
22303581	30.069719
22304886	30.098015
22312938	30.104693
22319538	30.105132
22321259	30.123964
22322572	30.124389
22322843	30.128569
22325480	30.128604
22330397	30.128604
22332946	30.128614
22338892	30.128675
22339645	30.130454
22340002	30.130459
22340106	30.130465
22346109	30.137423
22349075	30.138759
22353019	30.147167
22354411	30.176844
22355387	30.179040
22355835	30.179059
22357063	30.190188
22358496	30.190250
22367756	30.190259
22369409	30.190259
22371084	30.190261
22375682	30.190268
22376566	30.196738
22377851	30.196740
22378432	30.196793
22379232	30.219446
22379327	30.219979
22379599	30.223583
22379712	30.238655
22381244	30.243176
22384065	30.243432
22384182	30.243773
22385508	30.245279
22387707	30.247228
22397080	30.258558
22400964	30.259484
22419940	30.260550
22424561	30.260615
22428482	30.263812
22428613	30.264335
22453879	30.264339
22457443	30.274500
22459786	30.275199
22465396	30.275222
22466506	30.275239
22470617	30.275845
22470827	30.276259
22472958	30.353103
22474188	30.360315
22476945	30.375872
22479047	30.376957
22484357	30.377669
22486072	30.377719
22487537	30.378736
22490071	30.382317
22492264	30.382420
22493283	30.385507
22493569	30.385772
22507121	30.387309
22512195	30.387604
22520453	30.387659
22524609	30.398215
22526628	30.398353
22529654	30.398353
22535305	30.403942
22538447	30.406519
22555626	30.408238
22557936	30.408766
22559219	30.410112
22562279	30.410219
22564052	30.410219
22565215	30.410219
22587215	30.420607
22588914	30.420798
22606175	30.425023
22613258	30.425881
22618193	30.434056
22618592	30.468317
22620976	30.472266
22625508	30.472266
22629269	30.472607
22634057	30.472656
22637262	30.472665
22638701	30.472666
22641513	30.477616
22653894	30.477616
22654066	30.477669
22666023	30.484430
22666244	30.484649
22674023	30.529961
22674443	30.530136
22676295	30.530171
22697244	30.533100
22703685	30.536312
22708590	30.542027
22708851	30.542476
22708877	30.542487
22709283	30.542949
22716944	30.583260
22719025	30.609468
22719185	30.610144
22719306	30.610213
22719600	30.610338
22725301	30.614083
22726155	30.622983
22729495	30.623030
22730582	30.624120
22731262	30.625710
22731469	30.650270
22731798	30.664529
22732073	30.664529
22732314	30.664529
22732948	30.664529
22736647	30.664529
22737272	30.664529
22737995	30.669452
22739922	30.669566
22740401	30.669566
22742171	30.669568
22742574	30.669568
22743228	30.745778
22743343	30.808484
22743656	30.897505
22743975	30.955994
22744257	30.976311
22745346	30.988605
22745950	30.988605
22747782	30.988605
22748477	30.988612
22748604	30.988612
22748637	30.988650
22755693	30.990088
22759036	30.991232
22766352	30.995753
22766437	30.995897
22768026	31.012705
22768435	31.012724
22768897	31.012751
22772405	31.012752
22776025	31.012752
22776845	31.012752
22777067	31.012752
22779827	31.012754
22781258	31.012755
22782701	31.012758
22782720	31.021295
22782732	31.032516
22783263	31.243837
22784409	31.435276
22784484	31.435286
22785014	31.435327
22787960	31.435327
22788347	31.435327
22788480	31.435327
22788601	31.435329
22789547	31.435350
22789959	31.435353
22790691	31.435358
22793947	31.435391
22795672	31.435436
22796020	31.435449
22803694	31.435570
22805205	31.435584
22809098	31.436428
22809961	31.437306
22810211	31.455350
22810351	31.473120
22810869	31.473647
22814397	31.483071
22816929	31.483463
22817136	31.483490
22825037	31.483511
22825746	31.483529
22826232	31.487712
22826815	31.487763
22826997	31.487763
22827547	31.487771
22828967	31.487796
22829795	31.487803
22830149	31.487835
22831122	31.488042
22831474	31.489669
22831992	31.563412
22832459	31.571357
22833242	31.598186
22834029	31.598305
22834116	31.617929
22835749	31.645799
22835975	31.645807
22836638	31.645818
22837945	31.645848
22839371	31.645870
22839440	31.645872
22839581	31.645873
22840022	31.646491
22843017	31.663580
22844151	31.694427
22847577	31.694874
22848119	31.694874
22853754	31.694874
22854121	31.694874
22857405	31.694874
22857962	31.694874
22858324	31.694880
22858488	31.694883
22859086	31.694898
22860239	31.694931
22864785	31.694950
22866060	31.694957
22867039	31.694957
22870434	31.694961
22871443	31.694963
22873855	31.694974
22875555	31.694984
22875776	31.694988
22876077	31.704206
22877336	31.878595
22877449	31.898156
22877546	31.932565
22877973	31.940397
22878022	31.941750
22878046	31.942049
22878351	31.951258
22878746	31.968191
22879378	31.996360
22879601	32.013416
22880048	32.139000
22880579	32.672024
22880602	32.674376
22880682	32.721438
22881008	32.747971
22881865	32.795083
22882476	32.797980
22882875	32.798438
22883072	32.798447
22884971	32.798460
22888121	32.798478
22889044	32.819648
22889835	32.819650
22890680	32.819650
22891157	32.819650
22892274	32.819650
22894972	32.819650
22895136	32.819719
22895470	32.819801
22895699	32.819959
22896958	32.820610
22897900	32.820981
22902117	32.828796
22904052	32.832235
22904347	32.835066
22905646	32.835066
22906141	32.835104
22906905	32.835256
22907651	32.835768
22908678	32.838099
22909688	32.839554
22911809	32.844295
22911964	32.868635
22912634	32.888087
22912747	32.888644
22913514	32.900958
22914559	32.951153
22916116	32.965669
22920156	32.971593
22922271	32.971827
22929259	32.971977
22941379	32.972535
22942803	32.972589
22948368	32.972663
22948660	32.973781
22950957	32.976098
22951427	33.009836
22951650	33.010061
22955221	33.014698
22956090	33.018103
22957684	33.031797
22960083	33.102584
22960154	33.102764
22960192	33.103245
22962555	33.182701
22962566	33.182868
22962922	33.185033
22964342	33.187970
22964892	33.192439
22966229	33.193522
22966473	33.193636
22966589	33.193667
22967156	33.193798
22968194	33.224856
22968371	33.237992
22968455	33.240152
22968524	33.240306
22968739	33.240479
22969676	33.240712
22973201	33.260745
22974889	33.261611
22975214	33.261667
22975237	33.261669
22977477	33.261682
22978785	33.262203
22978870	33.262448
22980896	33.272374
22981132	33.278259
22981146	33.278396
22982292	33.300334
22983294	33.300597
22984067	33.300656
22989661	33.300889
22992008	33.302998
22994902	33.627033
22996268	33.644435
22996636	33.646686
22997430	33.648540
23001131	33.652501
23001200	33.652513
23003732	33.652513
23007073	33.652513
23007356	33.652513
23007549	33.652513
23009214	33.652513
23009338	33.652513
23015022	33.652513
23017868	33.652513
23020183	33.652513
23021506	33.652513
23021540	33.652513
23023802	33.674817
23030977	33.675351
23031401	33.679261
23031501	33.693328
23035783	33.698046
23043246	33.698322
23043763	33.698371
23045785	33.698431
23052476	33.698893
23052684	33.698893
23055249	33.698979
23057137	33.699040
23075539	33.700184
23077050	33.720673
23079820	33.720845
23085456	33.728706
23090070	33.744117
23094042	33.744785
23095151	33.745424
23096244	33.745494
23100271	33.745570
23103076	33.745571
23108631	33.749820
23112400	33.757964
23112483	33.760758
23114740	33.760830
23115781	33.761293
23117238	33.764784
23117834	33.809569
23122558	33.828229
23123145	33.828962
23123559	33.829146
23127221	33.831766
23130135	33.832918
